date,zone_id,temp_c,rainfall_mm,humidity_pct
2023-04-06,Z01,9.9,1.6,62.4
2023-04-07,Z01,16.6,0.2,61.2
2023-04-08,Z01,13.0,0.6,65.9
2023-04-09,Z01,14.3,12.9,62.0
2023-04-10,Z01,16.6,0.5,59.8
2023-04-11,Z01,11.6,0.4,66.6
2023-04-12,Z01,12.4,0.2,59.5
2023-04-13,Z01,11.9,5.8,57.2
2023-04-14,Z01,13.6,13.4,54.3
2023-04-15,Z01,16.0,8.1,61.7
2023-04-16,Z01,16.3,0.0,64.1
2023-04-17,Z01,16.1,0.6,57.4
2023-04-18,Z01,13.2,4.9,64.0
2023-04-19,Z01,11.8,5.4,47.3
2023-04-20,Z01,16.2,4.2,56.7
2023-04-21,Z01,15.5,9.2,56.5
2023-04-22,Z01,17.3,4.4,52.8
2023-04-23,Z01,18.0,4.5,68.1
2023-04-24,Z01,17.1,0.1,55.6
2023-04-25,Z01,18.4,1.6,53.6
2023-04-26,Z01,17.7,2.1,55.5
2023-04-27,Z01,18.4,5.2,45.1
2023-04-28,Z01,16.3,0.4,51.1
2023-04-29,Z01,17.5,3.1,59.5
2023-04-30,Z01,18.3,0.2,51.2
2023-05-01,Z01,19.6,18.1,50.0
2023-05-02,Z01,17.6,11.3,60.4
2023-05-03,Z01,19.4,0.7,60.3
2023-05-04,Z01,18.2,1.3,55.9
2023-05-05,Z01,18.6,0.0,50.8
2023-05-06,Z01,20.5,7.8,51.6
2023-05-07,Z01,15.6,4.7,48.5
2023-05-08,Z01,17.0,0.5,47.3
2023-05-09,Z01,16.8,0.6,46.8
2023-05-10,Z01,15.5,2.5,48.7
2023-05-11,Z01,18.6,0.0,46.4
2023-05-12,Z01,21.4,3.1,43.5
2023-05-13,Z01,19.7,0.6,52.1
2023-05-14,Z01,20.7,0.0,52.0
2023-05-15,Z01,22.4,3.5,59.1
2023-05-16,Z01,23.0,6.6,47.0
2023-05-17,Z01,20.7,7.4,51.5
2023-05-18,Z01,23.4,1.3,51.4
2023-05-19,Z01,21.3,0.3,48.3
2023-05-20,Z01,19.7,0.0,53.1
2023-05-21,Z01,20.3,2.7,53.0
2023-05-22,Z01,18.9,3.2,50.5
2023-05-23,Z01,20.1,1.0,47.3
2023-05-24,Z01,21.2,6.9,46.6
2023-05-25,Z01,23.4,0.5,41.3
2023-05-26,Z01,25.2,0.1,43.9
2023-05-27,Z01,19.7,7.4,44.6
2023-05-28,Z01,23.0,0.5,41.9
2023-05-29,Z01,20.6,0.2,49.5
2023-05-30,Z01,23.4,0.1,53.0
2023-05-31,Z01,22.5,0.1,42.3
2023-06-01,Z01,19.5,1.4,48.0
2023-06-02,Z01,24.6,1.7,41.2
2023-06-03,Z01,22.0,1.7,44.7
2023-06-04,Z01,22.2,2.3,42.5
2023-06-05,Z01,21.4,0.5,48.8
2023-06-06,Z01,22.2,0.1,42.2
2023-06-07,Z01,24.3,0.3,50.4
2023-06-08,Z01,23.3,0.2,43.9
2023-06-09,Z01,24.3,0.4,41.7
2023-06-10,Z01,24.4,4.5,38.5
2023-06-11,Z01,26.3,2.7,45.9
2023-06-12,Z01,23.4,0.2,48.9
2023-06-13,Z01,21.4,6.3,45.6
2023-06-14,Z01,26.1,1.1,55.3
2023-06-15,Z01,23.6,1.0,51.0
2023-06-16,Z01,26.3,1.3,42.2
2023-06-17,Z01,25.1,0.1,42.0
2023-06-18,Z01,24.2,1.6,45.7
2023-06-19,Z01,25.1,0.0,39.0
2023-06-20,Z01,28.1,0.5,48.9
2023-06-21,Z01,28.4,0.2,44.7
2023-06-22,Z01,24.8,2.1,44.0
2023-06-23,Z01,25.1,3.3,46.0
2023-06-24,Z01,26.8,2.3,51.1
2023-06-25,Z01,23.3,0.7,43.2
2023-06-26,Z01,25.5,6.3,41.6
2023-06-27,Z01,24.9,0.8,49.6
2023-06-28,Z01,25.6,0.8,46.8
2023-06-29,Z01,23.5,5.8,40.2
2023-06-30,Z01,22.2,0.6,41.7
2023-07-01,Z01,21.4,0.1,42.5
2023-07-02,Z01,23.1,0.0,43.3
2023-07-03,Z01,24.3,2.1,34.6
2023-07-04,Z01,24.7,0.0,33.5
2023-07-05,Z01,28.7,0.1,36.7
2023-07-06,Z01,27.2,0.1,36.2
2023-07-07,Z01,23.5,0.3,37.7
2023-07-08,Z01,25.9,0.4,44.0
2023-07-09,Z01,24.5,0.1,39.9
2023-07-10,Z01,24.7,0.6,41.7
2023-07-11,Z01,25.6,3.1,34.5
2023-07-12,Z01,26.4,0.2,38.2
2023-07-13,Z01,24.6,0.9,43.4
2023-07-14,Z01,27.1,1.1,43.4
2023-07-15,Z01,23.2,5.6,36.7
2023-07-16,Z01,25.2,0.7,41.1
2023-07-17,Z01,29.8,0.2,51.3
2023-07-18,Z01,25.6,12.7,40.1
2023-07-19,Z01,27.7,0.2,36.7
2023-07-20,Z01,25.3,0.7,39.3
2023-07-21,Z01,26.1,0.6,40.6
2023-07-22,Z01,24.9,0.4,39.3
2023-07-23,Z01,24.7,0.3,39.9
2023-07-24,Z01,23.5,0.0,32.8
2023-07-25,Z01,25.7,2.9,35.2
2023-07-26,Z01,23.3,0.1,39.3
2023-07-27,Z01,26.0,0.2,39.2
2023-07-28,Z01,26.7,1.1,37.2
2023-07-29,Z01,25.3,0.0,39.1
2023-07-30,Z01,24.1,2.9,40.3
2023-07-31,Z01,25.4,0.9,44.5
2023-08-01,Z01,23.9,2.2,39.5
2023-08-02,Z01,26.1,0.0,42.1
2023-08-03,Z01,21.0,4.2,37.4
2023-08-04,Z01,23.7,0.1,43.0
2023-08-05,Z01,20.6,1.2,42.0
2023-08-06,Z01,21.4,0.9,44.5
2023-08-07,Z01,26.5,0.6,43.8
2023-08-08,Z01,25.5,0.6,43.2
2023-08-09,Z01,22.5,0.1,39.8
2023-08-10,Z01,21.0,0.3,41.6
2023-08-11,Z01,18.3,0.0,45.8
2023-08-12,Z01,22.6,1.1,37.3
2023-08-13,Z01,27.8,2.1,37.4
2023-08-14,Z01,24.1,1.5,41.6
2023-08-15,Z01,22.2,0.6,42.8
2023-08-16,Z01,24.0,0.1,36.7
2023-08-17,Z01,20.2,2.7,40.5
2023-08-18,Z01,22.4,0.1,40.5
2023-08-19,Z01,22.9,0.0,30.0
2023-08-20,Z01,22.5,2.0,40.1
2023-08-21,Z01,23.9,4.8,40.5
2023-08-22,Z01,23.0,3.3,40.6
2023-08-23,Z01,23.5,1.1,48.6
2023-08-24,Z01,20.9,0.9,35.5
2023-08-25,Z01,23.6,1.9,37.6
2023-08-26,Z01,24.8,1.9,28.8
2023-08-27,Z01,20.0,0.6,39.6
2023-08-28,Z01,20.0,0.3,40.1
2023-08-29,Z01,23.9,1.9,39.7
2023-08-30,Z01,21.0,0.1,47.9
2023-08-31,Z01,23.7,0.6,46.8
2023-09-01,Z01,20.2,2.0,43.1
2023-09-02,Z01,23.5,4.0,41.0
2023-09-03,Z01,20.9,3.8,48.1
2023-09-04,Z01,21.0,1.3,43.0
2023-09-05,Z01,23.2,0.2,39.2
2023-09-06,Z01,19.6,0.0,34.9
2023-09-07,Z01,18.4,0.4,41.4
2023-09-08,Z01,19.1,0.7,47.6
2023-09-09,Z01,20.6,0.3,55.4
2023-09-10,Z01,16.8,4.0,44.5
2023-09-11,Z01,20.6,4.0,40.5
2023-09-12,Z01,18.3,9.9,38.6
2023-09-13,Z01,21.2,0.0,47.5
2023-09-14,Z01,14.6,0.1,36.1
2023-09-15,Z01,17.3,0.0,47.8
2023-09-16,Z01,15.5,0.1,49.4
2023-09-17,Z01,16.9,0.6,47.6
2023-09-18,Z01,18.7,0.3,44.6
2023-09-19,Z01,17.7,1.5,48.7
2023-09-20,Z01,17.4,1.8,46.9
2023-09-21,Z01,17.4,0.0,42.4
2023-09-22,Z01,17.9,3.8,55.8
2023-09-23,Z01,15.5,1.1,45.0
2023-09-24,Z01,18.4,0.0,50.8
2023-09-25,Z01,18.2,0.5,35.1
2023-09-26,Z01,17.5,0.0,53.8
2023-09-27,Z01,17.6,1.6,54.9
2023-09-28,Z01,16.9,0.3,48.0
2023-09-29,Z01,19.9,1.9,50.8
2023-09-30,Z01,15.9,0.9,51.1
2023-10-01,Z01,15.3,0.1,45.3
2023-10-02,Z01,14.3,0.9,51.5
2023-10-03,Z01,13.6,0.5,44.9
2023-10-04,Z01,13.0,0.1,46.2
2023-10-05,Z01,13.5,1.2,55.1
2023-10-06,Z01,14.8,0.8,54.6
2023-10-07,Z01,15.3,1.2,46.4
2023-10-08,Z01,14.6,0.3,46.5
2023-10-09,Z01,13.0,6.3,47.2
2023-10-10,Z01,15.8,0.4,54.3
2023-10-11,Z01,15.3,0.8,45.9
2023-10-12,Z01,13.5,0.5,53.0
2023-10-13,Z01,12.4,0.8,55.2
2023-10-14,Z01,14.4,2.7,51.2
2023-10-15,Z01,13.5,2.7,57.0
2023-10-16,Z01,10.4,0.7,50.7
2023-10-17,Z01,12.7,3.3,51.4
2023-10-18,Z01,13.1,0.7,47.8
2023-10-19,Z01,10.8,1.8,58.0
2023-10-20,Z01,12.6,9.5,49.4
2023-10-21,Z01,9.5,0.0,55.2
2023-10-22,Z01,14.3,0.1,53.4
2023-10-23,Z01,14.0,4.1,48.7
2023-10-24,Z01,11.1,5.5,51.2
2023-10-25,Z01,12.0,2.3,61.4
2023-10-26,Z01,6.8,3.6,55.8
2023-10-27,Z01,8.9,0.2,50.0
2023-10-28,Z01,10.3,1.7,56.8
2023-10-29,Z01,8.7,0.0,54.8
2023-10-30,Z01,11.7,0.4,73.0
2023-10-31,Z01,13.9,0.0,57.5
2023-11-01,Z01,8.0,0.2,54.4
2023-11-02,Z01,8.4,0.9,63.6
2023-11-03,Z01,10.2,0.0,47.6
2023-11-04,Z01,12.5,4.8,57.5
2023-11-05,Z01,7.2,1.9,67.3
2023-11-06,Z01,9.7,5.3,57.0
2023-11-07,Z01,12.3,7.8,49.2
2023-11-08,Z01,5.9,1.3,56.1
2023-11-09,Z01,6.4,6.5,65.6
2023-11-10,Z01,7.8,15.0,60.5
2023-11-11,Z01,7.5,0.1,54.6
2023-11-12,Z01,9.7,0.0,55.7
2023-11-13,Z01,8.5,6.4,56.5
2023-11-14,Z01,4.7,9.0,61.4
2023-11-15,Z01,8.7,0.5,66.5
2023-11-16,Z01,6.6,0.0,65.3
2023-11-17,Z01,9.8,0.5,62.6
2023-11-18,Z01,6.2,1.3,53.9
2023-11-19,Z01,6.0,0.5,54.1
2023-11-20,Z01,8.0,1.4,63.7
2023-11-21,Z01,8.3,1.9,54.5
2023-11-22,Z01,7.6,0.5,60.4
2023-11-23,Z01,3.6,0.2,63.2
2023-11-24,Z01,7.5,2.5,56.3
2023-11-25,Z01,4.5,8.1,57.1
2023-11-26,Z01,6.6,28.2,61.9
2023-11-27,Z01,3.5,27.3,65.1
2023-11-28,Z01,6.8,0.2,68.2
2023-11-29,Z01,4.4,0.2,66.1
2023-11-30,Z01,3.4,2.8,63.7
2023-12-01,Z01,6.9,17.6,59.8
2023-12-02,Z01,5.9,2.6,58.4
2023-12-03,Z01,4.3,0.0,61.4
2023-12-04,Z01,7.9,8.2,66.2
2023-12-05,Z01,4.4,2.2,66.0
2023-12-06,Z01,5.1,4.0,54.0
2023-12-07,Z01,5.4,19.7,60.8
2023-12-08,Z01,3.7,0.3,70.9
2023-12-09,Z01,5.6,1.7,65.5
2023-12-10,Z01,3.7,0.1,58.2
2023-12-11,Z01,3.8,2.0,77.3
2023-12-12,Z01,6.9,0.1,65.5
2023-12-13,Z01,2.5,18.9,67.8
2023-12-14,Z01,-0.0,0.9,68.0
2023-12-15,Z01,7.1,1.8,64.4
2023-12-16,Z01,8.7,0.3,62.7
2023-12-17,Z01,3.3,0.6,77.1
2023-12-18,Z01,0.5,0.0,71.7
2023-12-19,Z01,3.4,4.1,71.0
2023-12-20,Z01,3.4,24.2,69.9
2023-12-21,Z01,3.5,12.8,62.2
2023-12-22,Z01,1.8,0.9,73.7
2023-12-23,Z01,4.7,2.6,63.3
2023-12-24,Z01,4.6,0.0,69.0
2023-12-25,Z01,0.9,0.6,59.6
2023-12-26,Z01,4.8,0.4,57.7
2023-12-27,Z01,7.2,3.8,69.6
2023-12-28,Z01,3.8,1.1,64.1
2023-12-29,Z01,2.8,7.3,58.3
2023-12-30,Z01,3.1,3.3,71.1
2023-12-31,Z01,4.5,2.5,79.1
2024-01-01,Z01,0.2,8.2,75.6
2024-01-02,Z01,3.6,1.7,67.4
2024-01-03,Z01,2.6,0.1,68.9
2024-01-04,Z01,6.6,0.1,73.4
2024-01-05,Z01,3.0,2.4,74.6
2024-01-06,Z01,6.3,12.9,67.4
2024-01-07,Z01,1.3,3.7,69.4
2024-01-08,Z01,4.3,10.9,70.8
2024-01-09,Z01,3.8,0.0,72.1
2024-01-10,Z01,1.7,0.4,68.8
2024-01-11,Z01,3.6,4.3,68.9
2024-01-12,Z01,5.4,0.3,76.5
2024-01-13,Z01,2.7,5.5,75.7
2024-01-14,Z01,0.2,0.1,72.1
2024-01-15,Z01,3.3,7.3,78.3
2024-01-16,Z01,1.7,0.8,67.8
2024-01-17,Z01,2.7,5.7,77.9
2024-01-18,Z01,3.2,0.9,72.6
2024-01-19,Z01,0.3,0.0,86.2
2024-01-20,Z01,0.5,0.0,64.0
2024-01-21,Z01,4.4,6.2,66.5
2024-01-22,Z01,2.6,7.1,72.1
2024-01-23,Z01,-1.0,2.3,72.0
2024-01-24,Z01,5.0,1.0,79.7
2024-01-25,Z01,4.2,1.8,66.7
2024-01-26,Z01,2.4,16.1,74.5
2024-01-27,Z01,1.4,1.4,75.8
2024-01-28,Z01,5.3,1.2,73.5
2024-01-29,Z01,4.5,0.3,65.2
2024-01-30,Z01,8.3,2.4,77.0
2024-01-31,Z01,4.8,0.0,76.1
2024-02-01,Z01,4.8,0.7,72.9
2024-02-02,Z01,3.9,3.2,70.9
2024-02-03,Z01,5.7,3.3,71.0
2024-02-04,Z01,5.5,10.1,69.4
2024-02-05,Z01,6.7,1.8,73.0
2024-02-06,Z01,3.6,13.0,69.9
2024-02-07,Z01,3.8,3.1,65.5
2024-02-08,Z01,3.8,0.3,64.4
2024-02-09,Z01,6.2,6.1,65.8
2024-02-10,Z01,7.6,6.0,70.6
2024-02-11,Z01,4.2,12.4,69.3
2024-02-12,Z01,4.3,0.1,70.5
2024-02-13,Z01,5.8,0.0,71.8
2024-02-14,Z01,4.9,0.5,66.1
2024-02-15,Z01,7.1,1.7,76.5
2024-02-16,Z01,1.5,2.2,67.7
2024-02-17,Z01,4.2,10.1,66.8
2024-02-18,Z01,4.4,2.1,71.3
2024-02-19,Z01,1.7,4.6,59.6
2024-02-20,Z01,4.3,0.6,64.7
2024-02-21,Z01,4.5,1.2,73.5
2024-02-22,Z01,5.9,2.0,59.8
2024-02-23,Z01,8.4,0.9,73.9
2024-02-24,Z01,6.1,1.2,75.8
2024-02-25,Z01,4.8,12.8,66.2
2024-02-26,Z01,6.7,0.2,69.4
2024-02-27,Z01,8.9,10.9,73.4
2024-02-28,Z01,5.4,0.0,65.3
2024-02-29,Z01,5.6,6.4,71.9
2024-03-01,Z01,8.4,3.3,64.0
2024-03-02,Z01,7.2,3.3,64.9
2024-03-03,Z01,8.9,0.3,63.1
2024-03-04,Z01,7.8,2.8,68.7
2024-03-05,Z01,9.3,7.8,72.6
2024-03-06,Z01,6.3,14.1,65.7
2024-03-07,Z01,8.3,0.5,60.1
2024-03-08,Z01,8.1,0.8,60.9
2024-03-09,Z01,6.5,19.4,68.1
2024-03-10,Z01,6.0,2.5,75.2
2024-03-11,Z01,10.2,0.1,67.7
2024-03-12,Z01,8.5,0.3,63.6
2024-03-13,Z01,7.5,0.1,69.2
2024-03-14,Z01,9.3,5.4,64.0
2024-03-15,Z01,11.7,4.6,63.1
2024-03-16,Z01,5.7,6.2,60.0
2024-03-17,Z01,7.3,5.1,71.7
2024-03-18,Z01,8.5,0.9,51.7
2024-03-19,Z01,13.0,24.5,68.2
2024-03-20,Z01,11.0,4.0,61.7
2024-03-21,Z01,12.1,6.0,61.8
2024-03-22,Z01,8.8,2.4,72.1
2024-03-23,Z01,9.1,2.7,59.8
2024-03-24,Z01,12.1,1.3,59.8
2024-03-25,Z01,11.5,2.8,62.3
2024-03-26,Z01,12.6,4.9,64.8
2024-03-27,Z01,11.5,6.8,60.3
2024-03-28,Z01,12.5,2.3,54.4
2024-03-29,Z01,12.5,0.1,57.7
2024-03-30,Z01,13.8,2.1,68.2
2024-03-31,Z01,14.0,2.7,62.0
2024-04-01,Z01,9.8,5.0,63.6
2024-04-02,Z01,8.9,2.7,59.8
2024-04-03,Z01,14.9,0.9,57.6
2024-04-04,Z01,15.4,9.8,69.1
2024-04-05,Z01,11.7,2.0,59.5
2024-04-06,Z01,10.3,0.0,58.0
2024-04-07,Z01,14.0,0.3,65.4
2024-04-08,Z01,15.7,18.2,56.1
2024-04-09,Z01,17.5,0.4,56.5
2024-04-10,Z01,15.4,0.8,59.3
2024-04-11,Z01,14.0,1.0,59.0
2024-04-12,Z01,13.2,6.4,60.0
2024-04-13,Z01,15.0,2.6,68.9
2024-04-14,Z01,14.7,14.0,59.9
2024-04-15,Z01,13.6,1.8,46.1
2024-04-16,Z01,19.3,0.3,59.3
2024-04-17,Z01,19.0,3.5,57.6
2024-04-18,Z01,18.0,7.0,57.4
2024-04-19,Z01,14.5,0.0,58.2
2024-04-20,Z01,17.9,15.1,56.5
2024-04-21,Z01,17.7,2.8,56.2
2024-04-22,Z01,17.5,1.1,59.2
2024-04-23,Z01,19.1,0.1,53.2
2024-04-24,Z01,18.2,6.9,50.9
2024-04-25,Z01,18.6,0.3,70.5
2024-04-26,Z01,18.6,0.3,51.5
2024-04-27,Z01,18.2,1.9,55.4
2024-04-28,Z01,14.6,2.5,47.1
2024-04-29,Z01,18.1,0.1,54.9
2024-04-30,Z01,17.1,6.2,49.4
2024-05-01,Z01,16.0,2.3,51.6
2024-05-02,Z01,21.5,3.1,58.8
2024-05-03,Z01,21.8,16.9,55.7
2024-05-04,Z01,21.3,4.6,55.9
2024-05-05,Z01,19.5,0.0,44.0
2024-05-06,Z01,21.6,1.4,61.7
2024-05-07,Z01,19.4,0.6,46.3
2024-05-08,Z01,19.9,1.5,59.7
2024-05-09,Z01,17.7,0.5,56.9
2024-05-10,Z01,20.6,1.5,54.4
2024-05-11,Z01,20.1,2.3,47.0
2024-05-12,Z01,17.8,0.4,51.8
2024-05-13,Z01,20.2,0.0,48.4
2024-05-14,Z01,20.3,2.0,50.7
2024-05-15,Z01,23.9,3.4,49.1
2024-05-16,Z01,22.4,1.8,39.9
2024-05-17,Z01,21.0,0.0,55.4
2024-05-18,Z01,21.5,2.2,49.2
2024-05-19,Z01,21.3,1.5,46.9
2024-05-20,Z01,21.0,4.9,46.3
2024-05-21,Z01,19.6,1.8,50.7
2024-05-22,Z01,21.4,5.7,44.2
2024-05-23,Z01,20.5,4.9,37.1
2024-05-24,Z01,19.7,0.9,50.2
2024-05-25,Z01,23.0,0.1,50.5
2024-05-26,Z01,22.9,0.7,46.7
2024-05-27,Z01,19.1,6.8,41.7
2024-05-28,Z01,22.2,0.1,47.7
2024-05-29,Z01,24.4,7.7,39.7
2024-05-30,Z01,24.6,0.7,41.7
2024-05-31,Z01,24.7,2.0,42.9
2024-06-01,Z01,23.0,2.9,50.6
2024-06-02,Z01,21.5,0.1,44.4
2024-06-03,Z01,21.2,0.2,43.7
2024-06-04,Z01,23.9,0.5,55.5
2024-06-05,Z01,24.1,3.8,47.3
2024-06-06,Z01,25.8,3.0,47.1
2024-06-07,Z01,25.6,0.9,43.3
2024-06-08,Z01,23.5,4.7,42.0
2024-06-09,Z01,21.5,6.1,33.9
2024-06-10,Z01,23.3,7.8,49.4
2024-06-11,Z01,24.4,0.6,46.7
2024-06-12,Z01,23.7,0.4,43.3
2024-06-13,Z01,23.1,0.8,43.4
2024-06-14,Z01,24.7,1.4,47.6
2024-06-15,Z01,23.4,0.6,35.9
2024-06-16,Z01,23.2,0.1,40.6
2024-06-17,Z01,25.0,0.1,37.7
2024-06-18,Z01,23.8,2.4,52.1
2024-06-19,Z01,25.0,4.7,47.4
2024-06-20,Z01,25.1,2.8,31.9
2024-06-21,Z01,22.7,3.6,35.2
2024-06-22,Z01,23.9,3.0,41.9
2024-06-23,Z01,27.4,0.6,40.1
2024-06-24,Z01,22.8,0.5,35.7
2024-06-25,Z01,21.1,0.0,51.9
2024-06-26,Z01,21.6,3.3,43.6
2024-06-27,Z01,25.1,0.4,44.3
2024-06-28,Z01,25.1,0.7,38.3
2024-06-29,Z01,24.9,0.9,45.3
2024-06-30,Z01,27.3,1.1,39.7
2024-07-01,Z01,20.3,0.4,40.0
2024-07-02,Z01,25.9,0.9,44.4
2024-07-03,Z01,28.0,0.6,33.1
2024-07-04,Z01,23.2,1.9,49.1
2024-07-05,Z01,24.5,2.4,42.0
2024-07-06,Z01,23.9,0.1,47.4
2024-07-07,Z01,23.6,0.2,35.5
2024-07-08,Z01,24.7,0.1,36.2
2024-07-09,Z01,27.8,0.2,34.9
2024-07-10,Z01,28.6,6.8,41.9
2024-07-11,Z01,24.6,3.6,40.9
2024-07-12,Z01,28.7,3.6,38.2
2024-07-13,Z01,25.3,2.6,35.3
2024-07-14,Z01,28.4,0.4,34.0
2024-07-15,Z01,25.0,1.3,40.1
2024-07-16,Z01,25.4,0.4,37.9
2024-07-17,Z01,25.8,1.5,36.8
2024-07-18,Z01,30.8,3.9,47.9
2024-07-19,Z01,26.6,0.1,39.7
2024-07-20,Z01,23.8,0.2,46.5
2024-07-21,Z01,26.8,3.1,37.4
2024-07-22,Z01,24.3,0.6,41.3
2024-07-23,Z01,24.1,0.8,39.8
2024-07-24,Z01,26.5,2.3,31.5
2024-07-25,Z01,24.9,0.4,47.1
2024-07-26,Z01,25.3,1.6,39.3
2024-07-27,Z01,24.8,0.0,43.7
2024-07-28,Z01,25.3,0.2,36.2
2024-07-29,Z01,25.4,0.3,39.2
2024-07-30,Z01,21.1,0.5,35.7
2024-07-31,Z01,25.7,0.7,46.2
2024-08-01,Z01,22.6,2.8,41.6
2024-08-02,Z01,21.7,1.9,41.9
2024-08-03,Z01,24.2,2.0,46.9
2024-08-04,Z01,24.3,0.1,45.9
2024-08-05,Z01,22.9,0.0,44.0
2024-08-06,Z01,25.5,1.6,33.1
2024-08-07,Z01,21.5,0.0,36.8
2024-08-08,Z01,23.1,2.2,35.3
2024-08-09,Z01,22.7,1.4,44.0
2024-08-10,Z01,23.6,0.7,41.3
2024-08-11,Z01,24.0,5.0,33.6
2024-08-12,Z01,21.6,6.5,39.6
2024-08-13,Z01,24.6,1.3,33.2
2024-08-14,Z01,23.3,2.4,40.5
2024-08-15,Z01,19.7,0.0,32.5
2024-08-16,Z01,19.5,0.3,43.5
2024-08-17,Z01,22.9,0.0,42.9
2024-08-18,Z01,22.4,0.0,50.6
2024-08-19,Z01,22.5,0.3,45.4
2024-08-20,Z01,22.5,1.5,39.2
2024-08-21,Z01,22.8,0.8,45.5
2024-08-22,Z01,24.0,0.4,34.5
2024-08-23,Z01,20.1,0.0,36.8
2024-08-24,Z01,19.9,1.0,43.4
2024-08-25,Z01,19.9,0.4,31.1
2024-08-26,Z01,22.3,2.3,41.8
2024-08-27,Z01,23.8,1.1,37.0
2024-08-28,Z01,20.7,0.2,42.8
